,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
1810,Nouvelle-Aquitaine,2020-04-28,-74.1,-34.8,-44.4,-67.9,-59.2,25.6
1811,Nouvelle-Aquitaine,2020-04-29,-75.8,-33.2,-47.2,-67.8,-56.3,23.4
1812,Nouvelle-Aquitaine,2020-04-30,-70.6,-15.5,-48.1,-69.6,-57.8,24.5
1813,Nouvelle-Aquitaine,2020-05-01,-92.1,-91.4,-64.0,-86.5,-86.0,37.5
1814,Nouvelle-Aquitaine,2020-05-02,-76.6,-27.8,-65.8,-72.5,-42.8,19.0
1815,Nouvelle-Aquitaine,2020-05-03,-73.1,-55.0,-57.8,-74.9,-33.7,13.5
1816,Nouvelle-Aquitaine,2020-05-04,-67.9,-25.5,-31.6,-65.0,-52.8,22.3
1817,Nouvelle-Aquitaine,2020-05-05,-66.8,-22.4,-32.2,-61.1,-52.3,22.5
1818,Nouvelle-Aquitaine,2020-05-06,-69.3,-24.3,-34.5,-60.7,-49.3,20.5
1819,Nouvelle-Aquitaine,2020-05-07,-65.1,-11.1,-32.8,-63.0,-50.4,20.8
1820,Nouvelle-Aquitaine,2020-05-08,-83.8,-66.8,-46.5,-80.6,-79.4,33.3
1821,Nouvelle-Aquitaine,2020-05-09,-72.2,-22.9,-54.1,-66.0,-33.2,16.8
1822,Nouvelle-Aquitaine,2020-05-10,-76.9,-50.8,-65.1,-74.2,-28.7,13.2
1823,Nouvelle-Aquitaine,2020-05-11,-40.7,-8.9,-24.1,-47.7,-38.9,15.6
1824,Nouvelle-Aquitaine,2020-05-12,-39.1,-4.5,-5.1,-37.9,-37.7,14.5
1825,Nouvelle-Aquitaine,2020-05-13,-46.6,-11.1,-22.4,-42.1,-37.0,14.3
1826,Nouvelle-Aquitaine,2020-05-14,-43.7,-6.8,-11.1,-43.8,-37.2,15.2
1827,Nouvelle-Aquitaine,2020-05-15,-43.8,-8.5,0.1,-45.8,-35.5,16.2
1828,Nouvelle-Aquitaine,2020-05-16,-45.4,-9.3,6.1,-36.8,-13.5,7.8
1829,Nouvelle-Aquitaine,2020-05-17,-48.8,-13.0,25.9,-42.1,-2.2,3.7
1830,Nouvelle-Aquitaine,2020-05-18,-32.8,-4.2,26.0,-36.8,-34.5,12.8
1831,Nouvelle-Aquitaine,2020-05-19,-33.8,-1.3,29.8,-31.9,-34.2,12.1
1832,Nouvelle-Aquitaine,2020-05-20,-31.0,9.2,31.2,-30.9,-33.2,8.4
1833,Nouvelle-Aquitaine,2020-05-21,-56.9,-43.8,71.1,-54.9,-75.2,20.6
1834,Nouvelle-Aquitaine,2020-05-22,-33.8,3.2,33.4,-50.2,-50.6,17.2
1835,Nouvelle-Aquitaine,2020-05-23,-41.2,-10.9,-7.1,-44.2,-10.2,9.0
1836,Nouvelle-Aquitaine,2020-05-24,-43.1,-11.5,35.3,-36.3,3.3,2.4
1837,Nouvelle-Aquitaine,2020-05-25,-29.0,-7.8,25.2,-33.9,-33.3,12.0
1838,Nouvelle-Aquitaine,2020-05-26,-30.5,-4.1,27.9,-31.2,-30.0,11.3
1839,Nouvelle-Aquitaine,2020-05-27,-34.1,-5.0,28.5,-30.3,-29.1,10.0
1840,Nouvelle-Aquitaine,2020-05-28,-34.3,-0.7,28.5,-33.8,-30.0,11.5
1841,Nouvelle-Aquitaine,2020-05-29,-33.9,0.0,31.6,-37.2,-28.8,12.2
1842,Nouvelle-Aquitaine,2020-05-30,-33.8,1.9,32.2,-29.8,-0.6,4.5
1843,Nouvelle-Aquitaine,2020-05-31,-35.1,10.2,58.8,-38.7,9.1,1.0
1844,Nouvelle-Aquitaine,2020-06-01,-45.2,-42.6,58.4,-49.9,-69.8,19.1
1845,Nouvelle-Aquitaine,2020-06-02,-16.5,7.0,32.1,-16.8,-24.5,7.7
1846,Nouvelle-Aquitaine,2020-06-03,-23.4,0.1,13.4,-21.5,-24.3,8.2
1847,Nouvelle-Aquitaine,2020-06-04,-22.2,2.5,1.8,-24.5,-25.2,9.6
1848,Nouvelle-Aquitaine,2020-06-05,-19.5,0.6,5.1,-25.2,-24.4,10.2
1849,Nouvelle-Aquitaine,2020-06-06,-16.2,4.3,3.7,-17.5,1.1,4.6
1850,Nouvelle-Aquitaine,2020-06-07,-10.7,9.2,23.8,-18.5,21.0,-0.2
1851,Nouvelle-Aquitaine,2020-06-08,-15.0,-5.5,23.2,-19.1,-25.1,8.6
1852,Nouvelle-Aquitaine,2020-06-09,-14.6,-3.2,30.4,-15.3,-24.0,8.0
1853,Nouvelle-Aquitaine,2020-06-10,-19.2,-4.4,25.8,-16.3,-23.0,7.2
1854,Nouvelle-Aquitaine,2020-06-11,-20.8,-2.2,-1.7,-24.3,-24.8,9.5
1855,Nouvelle-Aquitaine,2020-06-12,-17.6,-2.7,28.1,-20.4,-22.9,8.8
1856,Nouvelle-Aquitaine,2020-06-13,-18.2,-2.5,24.8,-16.6,3.8,3.9
1857,Nouvelle-Aquitaine,2020-06-14,-15.6,2.3,46.0,-13.4,16.4,0.8
1858,Nouvelle-Aquitaine,2020-06-15,-11.6,-3.4,47.0,-14.0,-23.8,8.0
1859,Nouvelle-Aquitaine,2020-06-16,-11.9,-1.1,34.9,-12.3,-22.2,8.1
1860,Nouvelle-Aquitaine,2020-06-17,-16.0,-3.2,27.6,-13.3,-22.2,7.3
1861,Nouvelle-Aquitaine,2020-06-18,-13.0,-1.2,36.7,-14.7,-23.0,7.5
1862,Nouvelle-Aquitaine,2020-06-19,-11.5,-2.2,62.9,-12.0,-22.2,7.1
1863,Nouvelle-Aquitaine,2020-06-20,-12.8,-0.4,79.8,1.8,6.2,1.2
1864,Nouvelle-Aquitaine,2020-06-21,1.4,13.3,69.8,0.5,22.7,-1.9
1865,Nouvelle-Aquitaine,2020-06-22,-6.8,-0.8,90.2,-3.2,-24.5,5.4
1866,Nouvelle-Aquitaine,2020-06-23,-6.8,0.9,101.8,-3.2,-22.7,4.5
1867,Nouvelle-Aquitaine,2020-06-24,-14.2,-2.4,92.3,-5.2,-20.4,4.6
1868,Nouvelle-Aquitaine,2020-06-25,-12.2,2.2,79.8,-4.9,-20.7,4.7
1869,Nouvelle-Aquitaine,2020-06-26,-10.2,1.5,73.1,-6.1,-20.6,4.8
1870,Nouvelle-Aquitaine,2020-06-27,-12.4,-0.7,86.7,11.8,1.7,0.2
1871,Nouvelle-Aquitaine,2020-06-28,-2.5,11.8,63.8,10.8,16.3,-1.1
1872,Nouvelle-Aquitaine,2020-06-29,-1.5,4.3,95.6,-2.6,-20.6,5.1
1873,Nouvelle-Aquitaine,2020-06-30,0.2,4.2,107.3,1.5,-19.2,4.0
1874,Nouvelle-Aquitaine,2020-07-01,-5.2,4.2,76.1,-0.5,-20.2,3.9
1875,Nouvelle-Aquitaine,2020-07-02,-1.5,9.0,81.9,-0.5,-20.3,4.3
1876,Nouvelle-Aquitaine,2020-07-03,-2.2,4.1,103.9,2.5,-19.8,4.1
1877,Nouvelle-Aquitaine,2020-07-04,-6.3,3.7,125.6,36.8,1.8,-0.8
1878,Nouvelle-Aquitaine,2020-07-05,10.1,25.9,124.2,24.8,12.5,-2.5
1879,Nouvelle-Aquitaine,2020-07-06,9.8,15.9,162.5,7.5,-27.3,5.0
1880,Nouvelle-Aquitaine,2020-07-07,9.8,12.9,178.5,9.8,-26.2,4.1
1881,Nouvelle-Aquitaine,2020-07-08,-0.7,7.6,169.5,8.4,-22.5,2.5
1882,Nouvelle-Aquitaine,2020-07-09,1.6,11.9,170.8,8.0,-25.8,3.9
1883,Nouvelle-Aquitaine,2020-07-10,2.4,11.1,160.9,20.1,-25.4,4.3
1884,Nouvelle-Aquitaine,2020-07-11,-0.9,11.8,194.3,72.2,-0.2,-2.2
1885,Nouvelle-Aquitaine,2020-07-12,32.5,50.2,212.6,40.6,10.6,-3.2
1886,Nouvelle-Aquitaine,2020-07-13,29.8,40.8,324.2,11.8,-50.5,6.5
1887,Nouvelle-Aquitaine,2020-07-14,-16.8,-32.3,317.5,11.2,-74.4,13.7
1888,Nouvelle-Aquitaine,2020-07-15,15.5,28.7,187.2,23.4,-26.2,2.7
1889,Nouvelle-Aquitaine,2020-07-16,13.4,21.6,205.0,13.9,-28.4,5.1
1890,Nouvelle-Aquitaine,2020-07-17,5.4,11.6,202.4,15.7,-26.9,5.5
1891,Nouvelle-Aquitaine,2020-07-18,-2.9,9.0,200.9,68.8,1.2,-0.9
1892,Nouvelle-Aquitaine,2020-07-19,22.2,43.8,198.2,45.8,13.8,-2.9
1893,Nouvelle-Aquitaine,2020-07-20,15.1,24.5,254.5,17.2,-29.2,5.7
1894,Nouvelle-Aquitaine,2020-07-21,13.8,18.0,265.8,12.9,-28.6,5.3
1895,Nouvelle-Aquitaine,2020-07-22,7.4,15.5,235.8,16.2,-25.4,4.0
1896,Nouvelle-Aquitaine,2020-07-23,9.2,18.5,251.2,15.2,-28.5,5.1
1897,Nouvelle-Aquitaine,2020-07-24,5.6,13.1,236.2,22.4,-27.5,5.8
1898,Nouvelle-Aquitaine,2020-07-25,1.1,13.6,217.7,83.5,-0.7,-0.5
1899,Nouvelle-Aquitaine,2020-07-26,28.7,45.4,206.8,50.2,12.6,-2.2
1900,Nouvelle-Aquitaine,2020-07-27,17.4,25.2,287.2,20.4,-34.7,6.3
1901,Nouvelle-Aquitaine,2020-07-28,22.5,25.5,283.8,18.7,-32.7,6.2
1902,Nouvelle-Aquitaine,2020-07-29,10.5,18.5,270.2,20.6,-29.9,4.2
1903,Nouvelle-Aquitaine,2020-07-30,5.1,17.7,262.5,20.6,-33.8,6.2
1904,Nouvelle-Aquitaine,2020-07-31,3.8,14.2,241.3,32.3,-32.8,6.7
1905,Nouvelle-Aquitaine,2020-08-01,6.5,19.7,218.2,115.7,-3.7,-0.7
1906,Nouvelle-Aquitaine,2020-08-02,42.5,60.8,231.9,77.5,10.3,-2.5
1907,Nouvelle-Aquitaine,2020-08-03,37.7,43.0,338.7,36.7,-41.0,6.9
1908,Nouvelle-Aquitaine,2020-08-04,32.8,34.4,354.7,29.5,-40.4,6.5
1909,Nouvelle-Aquitaine,2020-08-05,22.5,29.2,328.3,31.8,-36.6,4.2
1910,Nouvelle-Aquitaine,2020-08-06,20.2,30.8,335.6,27.5,-40.2,6.3
1911,Nouvelle-Aquitaine,2020-08-07,8.5,17.8,292.3,34.3,-39.8,7.8
1912,Nouvelle-Aquitaine,2020-08-08,6.5,18.5,280.6,123.4,-6.2,-1.0
1913,Nouvelle-Aquitaine,2020-08-09,47.4,69.9,265.5,80.2,7.7,-2.8
1914,Nouvelle-Aquitaine,2020-08-10,37.2,43.2,278.1,38.6,-47.3,7.9
1915,Nouvelle-Aquitaine,2020-08-11,32.0,33.3,377.6,28.9,-46.3,7.5
1916,Nouvelle-Aquitaine,2020-08-12,19.5,28.4,301.8,29.2,-43.2,6.6
1917,Nouvelle-Aquitaine,2020-08-13,28.4,37.5,305.9,31.3,-46.1,8.4
1918,Nouvelle-Aquitaine,2020-08-14,18.0,24.2,312.0,43.5,-44.4,7.5
1919,Nouvelle-Aquitaine,2020-08-15,-5.0,-4.0,274.9,118.6,-23.0,0.4
1920,Nouvelle-Aquitaine,2020-08-16,50.4,68.8,233.1,84.5,7.5,-2.6
1921,Nouvelle-Aquitaine,2020-08-17,37.8,46.8,247.7,42.0,-45.5,7.7
1922,Nouvelle-Aquitaine,2020-08-18,33.1,34.0,346.8,31.7,-42.5,7.2
1923,Nouvelle-Aquitaine,2020-08-19,18.7,25.8,316.8,31.5,-40.2,5.2
1924,Nouvelle-Aquitaine,2020-08-20,18.9,25.4,327.3,30.5,-42.9,6.5
1925,Nouvelle-Aquitaine,2020-08-21,11.0,17.7,270.1,34.2,-41.8,8.5
1926,Nouvelle-Aquitaine,2020-08-22,5.3,10.8,237.7,104.2,-6.8,-1.1
1927,Nouvelle-Aquitaine,2020-08-23,40.8,48.8,205.5,69.2,10.5,-3.2
1928,Nouvelle-Aquitaine,2020-08-24,23.5,25.8,206.2,29.0,-35.9,6.1
1929,Nouvelle-Aquitaine,2020-08-25,20.5,19.4,290.3,23.8,-34.7,5.6
1930,Occitanie,2020-02-15,-0.7,-2.4,28.6,34.6,-4.0,-1.0
1931,Occitanie,2020-02-16,12.1,9.2,18.4,27.4,-1.7,-1.6
1932,Occitanie,2020-02-17,2.6,4.5,18.9,1.6,-23.9,5.4
1933,Occitanie,2020-02-18,7.4,3.3,47.1,6.6,-21.7,4.1
1934,Occitanie,2020-02-19,-0.9,-1.5,31.5,9.1,-18.9,2.6
1935,Occitanie,2020-02-20,4.0,1.6,49.3,11.9,-21.9,3.2
1936,Occitanie,2020-02-21,0.9,0.4,31.1,12.0,-21.9,4.6
1937,Occitanie,2020-02-22,-0.1,0.1,36.0,34.9,-3.6,0.2
1938,Occitanie,2020-02-23,21.4,20.5,52.9,38.7,-0.1,-1.8
1939,Occitanie,2020-02-24,5.2,6.7,53.4,19.8,1.6,0.6
1940,Occitanie,2020-02-25,3.3,5.1,29.1,14.1,1.6,1.1
1941,Occitanie,2020-02-26,-2.5,2.1,5.9,13.8,0.9,1.8
1942,Occitanie,2020-02-27,-0.6,4.3,4.6,9.4,1.1,1.9
1943,Occitanie,2020-02-28,6.2,6.1,23.2,20.9,2.0,0.4
1944,Occitanie,2020-02-29,4.0,6.5,6.8,28.0,1.7,1.1
1945,Occitanie,2020-03-01,14.3,12.6,7.6,18.9,3.1,-0.3
1946,Occitanie,2020-03-02,-3.5,2.9,-2.9,6.3,0.9,2.4
1947,Occitanie,2020-03-03,-2.1,1.6,2.3,2.9,1.3,1.8
1948,Occitanie,2020-03-04,-1.4,4.4,-1.4,4.4,1.7,2.0
1949,Occitanie,2020-03-05,-1.2,3.6,-5.4,5.6,1.6,2.0
1950,Occitanie,2020-03-06,-0.2,2.7,-4.2,14.4,1.8,1.7
1951,Occitanie,2020-03-07,1.7,2.1,0.4,13.2,1.7,1.2
1952,Occitanie,2020-03-08,8.3,6.6,11.9,16.5,1.3,-0.1
1953,Occitanie,2020-03-09,-2.5,1.1,-1.0,4.3,1.2,1.9
1954,Occitanie,2020-03-10,0.4,1.9,10.8,3.6,1.8,0.8
1955,Occitanie,2020-03-11,-0.1,0.7,21.6,5.0,2.0,0.6
1956,Occitanie,2020-03-12,-3.4,6.3,6.4,8.1,1.6,1.0
1957,Occitanie,2020-03-13,-3.6,20.1,6.7,11.4,0.2,1.8
1958,Occitanie,2020-03-14,-15.0,0.7,10.4,4.6,-2.5,3.9
1959,Occitanie,2020-03-15,-26.7,15.9,0.1,-2.6,-4.6,2.6
1960,Occitanie,2020-03-16,-41.2,40.9,-22.1,-26.5,-32.4,12.6
1961,Occitanie,2020-03-17,-64.9,-16.9,-29.8,-45.5,-49.7,20.7
1962,Occitanie,2020-03-18,-81.6,-49.6,-43.4,-61.9,-62.4,25.9
1963,Occitanie,2020-03-19,-81.7,-43.9,-45.9,-60.0,-66.4,27.4
1964,Occitanie,2020-03-20,-82.6,-43.3,-52.9,-66.4,-66.6,30.5
1965,Occitanie,2020-03-21,-86.9,-55.7,-67.0,-67.2,-53.4,21.7
1966,Occitanie,2020-03-22,-79.0,-60.8,-69.6,-59.2,-50.3,12.4
1967,Occitanie,2020-03-23,-80.1,-42.6,-51.9,-67.7,-68.4,27.3
1968,Occitanie,2020-03-24,-81.4,-46.6,-51.9,-66.3,-69.2,28.1
1969,Occitanie,2020-03-25,-82.9,-50.5,-55.1,-66.1,-67.9,26.3
1970,Occitanie,2020-03-26,-82.9,-48.8,-57.8,-67.2,-69.6,29.1
1971,Occitanie,2020-03-27,-82.9,-47.1,-56.1,-69.4,-67.9,31.3
1972,Occitanie,2020-03-28,-86.7,-57.9,-67.6,-63.5,-53.7,21.6
1973,Occitanie,2020-03-29,-79.8,-66.8,-71.2,-66.3,-51.1,12.5
1974,Occitanie,2020-03-30,-82.5,-50.2,-55.2,-68.0,-68.8,27.9
1975,Occitanie,2020-03-31,-86.9,-44.3,-47.6,-63.4,-68.4,27.5
1976,Occitanie,2020-04-01,-88.1,-46.9,-53.9,-63.1,-66.1,26.0
1977,Occitanie,2020-04-02,-87.2,-43.4,-50.4,-63.7,-67.7,28.1
1978,Occitanie,2020-04-03,-83.4,-41.4,-54.4,-65.1,-66.2,30.4
1979,Occitanie,2020-04-04,-87.1,-50.3,-65.9,-62.5,-51.8,21.0
1980,Occitanie,2020-04-05,-78.6,-60.9,-67.9,-63.3,-47.9,12.1
1981,Occitanie,2020-04-06,-80.4,-40.4,-49.1,-62.6,-66.9,26.4
1982,Occitanie,2020-04-07,-79.6,-39.2,-49.2,-62.9,-67.3,26.9
1983,Occitanie,2020-04-08,-81.5,-43.4,-53.5,-63.2,-64.9,24.6
1984,Occitanie,2020-04-09,-80.4,-37.6,-49.9,-62.4,-66.5,26.9
1985,Occitanie,2020-04-10,-80.1,-34.9,-53.2,-70.1,-65.5,29.5
1986,Occitanie,2020-04-11,-84.4,-44.4,-66.9,-59.6,-50.1,20.3
1987,Occitanie,2020-04-12,-75.7,-56.3,-68.8,-63.8,-46.4,11.8
1988,Occitanie,2020-04-13,-84.5,-84.6,-63.6,-68.9,-86.3,30.4
1989,Occitanie,2020-04-14,-75.1,-25.9,-44.1,-60.8,-64.5,26.4
1990,Occitanie,2020-04-15,-78.9,-36.8,-52.4,-61.3,-62.6,25.3
1991,Occitanie,2020-04-16,-78.1,-34.9,-49.3,-60.6,-64.4,26.0
1992,Occitanie,2020-04-17,-78.7,-37.0,-53.9,-64.2,-63.4,28.8
1993,Occitanie,2020-04-18,-84.1,-47.1,-65.0,-63.6,-46.9,20.1
1994,Occitanie,2020-04-19,-78.3,-60.2,-74.2,-63.1,-45.4,12.1
1995,Occitanie,2020-04-20,-77.4,-42.4,-56.6,-63.7,-62.6,27.3
1996,Occitanie,2020-04-21,-77.3,-39.4,-58.4,-62.3,-62.4,27.6
1997,Occitanie,2020-04-22,-78.4,-40.1,-56.7,-60.4,-59.8,25.3
1998,Occitanie,2020-04-23,-76.6,-35.3,-48.6,-58.5,-60.9,26.6
1999,Occitanie,2020-04-24,-76.4,-35.6,-48.4,-61.9,-59.9,29.1
2000,Occitanie,2020-04-25,-81.5,-43.4,-62.1,-61.6,-43.3,18.9
2001,Occitanie,2020-04-26,-75.3,-53.9,-63.4,-59.8,-38.6,11.0
2002,Occitanie,2020-04-27,-72.4,-37.2,-47.7,-65.1,-58.6,25.3
2003,Occitanie,2020-04-28,-72.1,-32.7,-47.7,-58.0,-58.7,25.3
2004,Occitanie,2020-04-29,-72.1,-30.9,-44.5,-60.1,-55.4,22.2
2005,Occitanie,2020-04-30,-68.0,-13.1,-48.0,-62.5,-57.0,23.8
2006,Occitanie,2020-05-01,-90.3,-88.9,-63.1,-67.8,-83.9,35.9
2007,Occitanie,2020-05-02,-75.9,-26.7,-65.8,-55.6,-41.4,18.3
2008,Occitanie,2020-05-03,-73.1,-50.1,-57.4,-57.1,-31.4,10.1
2009,Occitanie,2020-05-04,-64.6,-23.0,-35.7,-64.1,-54.0,22.4
2010,Occitanie,2020-05-05,-65.2,-21.2,-35.8,-55.9,-53.9,22.4
2011,Occitanie,2020-05-06,-67.1,-22.4,-39.6,-55.5,-50.8,20.4
2012,Occitanie,2020-05-07,-63.0,-8.9,-38.9,-58.5,-52.1,21.4
2013,Occitanie,2020-05-08,-82.2,-61.4,-47.6,-71.0,-77.9,31.6
2014,Occitanie,2020-05-09,-72.5,-23.5,-59.6,-52.1,-34.2,16.1
2015,Occitanie,2020-05-10,-72.8,-49.4,-72.7,-59.4,-31.9,10.5
2016,Occitanie,2020-05-11,-40.8,-10.4,-33.3,-43.1,-41.3,16.1
2017,Occitanie,2020-05-12,-39.1,-3.9,-8.6,-34.9,-39.6,14.4
2018,Occitanie,2020-05-13,-45.4,-10.9,-27.1,-37.9,-38.6,13.9
2019,Occitanie,2020-05-14,-44.5,-7.7,-26.6,-41.9,-39.0,15.9
2020,Occitanie,2020-05-15,-44.4,-7.2,-20.1,-45.8,-38.4,16.9
2021,Occitanie,2020-05-16,-46.6,-10.3,-22.6,-35.9,-16.9,8.4
2022,Occitanie,2020-05-17,-47.3,-12.4,7.1,-37.4,-9.1,4.6
2023,Occitanie,2020-05-18,-32.4,-5.3,11.5,-38.9,-36.7,13.2
2024,Occitanie,2020-05-19,-33.9,-0.6,14.2,-33.6,-36.3,12.4
2025,Occitanie,2020-05-20,-28.9,9.8,14.6,-31.3,-35.4,8.9
2026,Occitanie,2020-05-21,-53.9,-38.6,59.7,-54.4,-74.4,18.8
2027,Occitanie,2020-05-22,-31.9,8.3,29.6,-47.1,-51.4,16.4
2028,Occitanie,2020-05-23,-40.4,-9.4,-12.6,-38.2,-14.1,8.0
2029,Occitanie,2020-05-24,-40.0,-7.6,21.6,-31.8,-2.1,2.6
2030,Occitanie,2020-05-25,-26.3,-6.4,15.1,-34.4,-34.7,11.8
2031,Occitanie,2020-05-26,-29.1,-2.7,18.4,-30.0,-31.5,11.2
2032,Occitanie,2020-05-27,-32.3,-2.9,12.5,-27.8,-30.7,10.0
2033,Occitanie,2020-05-28,-32.3,1.6,12.8,-28.9,-31.2,11.5
2034,Occitanie,2020-05-29,-33.0,2.1,12.3,-34.6,-30.8,12.1
2035,Occitanie,2020-05-30,-32.4,2.9,14.9,-25.9,-1.9,4.3
2036,Occitanie,2020-05-31,-33.8,8.6,39.6,-32.4,5.7,1.8
2037,Occitanie,2020-06-01,-43.1,-42.4,32.1,-52.0,-67.9,17.9
2038,Occitanie,2020-06-02,-13.6,7.1,16.9,-17.1,-25.7,7.6
2039,Occitanie,2020-06-03,-22.1,0.4,-1.6,-21.1,-26.3,8.4
2040,Occitanie,2020-06-04,-20.9,3.4,-9.6,-20.0,-27.1,9.9
2041,Occitanie,2020-06-05,-17.7,2.6,3.6,-21.3,-25.7,9.6
2042,Occitanie,2020-06-06,-14.7,4.7,6.5,-13.4,2.4,3.3
2043,Occitanie,2020-06-07,-13.7,9.6,1.8,-13.9,17.7,0.6
2044,Occitanie,2020-06-08,-11.4,-2.8,19.6,-18.2,-26.9,8.9
2045,Occitanie,2020-06-09,-14.1,-2.1,14.1,-17.9,-25.5,8.8
2046,Occitanie,2020-06-10,-15.9,-1.6,24.9,-13.1,-24.5,7.1
2047,Occitanie,2020-06-11,-16.0,1.0,18.7,-9.6,-25.6,8.4
2048,Occitanie,2020-06-12,-17.4,-2.9,23.5,-14.0,-25.1,9.1
2049,Occitanie,2020-06-13,-16.1,-2.4,24.4,3.4,4.2,3.1
2050,Occitanie,2020-06-14,-11.4,9.1,56.2,-0.2,16.1,-0.2
2051,Occitanie,2020-06-15,-7.9,-0.7,55.1,-4.4,-24.6,7.4
2052,Occitanie,2020-06-16,-8.3,1.9,45.7,-4.9,-23.1,7.4
2053,Occitanie,2020-06-17,-11.4,0.6,39.6,-1.4,-22.8,6.4
2054,Occitanie,2020-06-18,-7.6,2.8,44.1,-2.3,-23.5,6.6
2055,Occitanie,2020-06-19,-6.8,2.4,64.1,-2.1,-23.1,6.1
2056,Occitanie,2020-06-20,-7.0,2.4,70.1,16.1,6.2,0.6
2057,Occitanie,2020-06-21,13.9,16.4,75.5,15.1,24.1,-3.0
2058,Occitanie,2020-06-22,-2.4,2.6,75.7,-1.9,-26.0,5.7
2059,Occitanie,2020-06-23,-2.3,3.4,83.6,0.8,-23.8,4.8
2060,Occitanie,2020-06-24,-8.0,1.6,69.4,-1.2,-21.4,4.5
2061,Occitanie,2020-06-25,-5.7,5.6,68.4,1.5,-21.5,4.9
2062,Occitanie,2020-06-26,-6.6,4.1,74.5,6.3,-21.9,4.8
2063,Occitanie,2020-06-27,-8.4,0.9,74.1,24.5,2.5,-0.4
2064,Occitanie,2020-06-28,0.5,15.8,75.2,19.9,16.9,-2.3
2065,Occitanie,2020-06-29,2.9,7.1,81.2,-2.7,-22.8,5.4
2066,Occitanie,2020-06-30,3.5,6.9,93.7,1.6,-20.5,4.0
2067,Occitanie,2020-07-01,-2.1,6.2,70.1,3.0,-20.9,3.9
2068,Occitanie,2020-07-02,1.8,11.8,73.1,4.3,-21.6,4.6
2069,Occitanie,2020-07-03,1.1,8.0,90.1,14.6,-21.3,4.2
2070,Occitanie,2020-07-04,-1.9,5.6,102.6,39.9,2.9,-1.1
2071,Occitanie,2020-07-05,11.2,26.4,113.0,30.3,12.1,-3.1
2072,Occitanie,2020-07-06,14.6,19.1,138.9,9.3,-28.4,4.8
2073,Occitanie,2020-07-07,15.5,17.7,154.4,12.1,-27.2,3.9
2074,Occitanie,2020-07-08,6.9,11.6,138.4,12.4,-23.1,2.2
2075,Occitanie,2020-07-09,8.6,16.6,143.6,14.4,-26.7,3.9
2076,Occitanie,2020-07-10,5.4,13.9,144.2,19.5,-27.5,4.1
2077,Occitanie,2020-07-11,7.5,17.0,157.8,65.4,0.4,-1.9
2078,Occitanie,2020-07-12,29.6,44.8,184.1,43.2,8.6,-2.9
2079,Occitanie,2020-07-13,42.6,47.9,254.1,13.1,-49.9,6.4
2080,Occitanie,2020-07-14,-4.6,-27.3,237.8,-0.4,-72.2,12.6
2081,Occitanie,2020-07-15,23.3,36.5,173.5,23.1,-26.5,2.5
2082,Occitanie,2020-07-16,21.9,27.5,159.5,18.8,-28.9,4.9
2083,Occitanie,2020-07-17,13.0,18.6,176.4,18.9,-28.1,5.4
2084,Occitanie,2020-07-18,8.0,14.4,165.0,66.4,2.4,-1.1
2085,Occitanie,2020-07-19,27.2,38.6,170.1,52.2,14.1,-3.0
2086,Occitanie,2020-07-20,26.3,31.6,205.4,16.9,-29.5,5.1
2087,Occitanie,2020-07-21,22.1,23.2,201.9,13.9,-28.7,5.0
2088,Occitanie,2020-07-22,15.6,21.3,201.1,16.6,-26.0,3.7
2089,Occitanie,2020-07-23,17.5,24.8,170.2,17.3,-28.8,5.1
2090,Occitanie,2020-07-24,15.8,19.4,208.4,23.4,-28.2,5.2
2091,Occitanie,2020-07-25,11.6,18.5,185.7,53.6,0.6,-1.1
2092,Occitanie,2020-07-26,32.3,40.6,194.6,54.8,12.9,-2.9
2093,Occitanie,2020-07-27,30.0,33.1,231.6,16.9,-34.6,5.9
2094,Occitanie,2020-07-28,32.4,33.1,227.4,17.2,-32.3,5.4
2095,Occitanie,2020-07-29,22.4,25.1,201.4,20.0,-29.3,3.7
2096,Occitanie,2020-07-30,22.9,28.9,196.4,18.1,-32.7,5.4
2097,Occitanie,2020-07-31,15.5,21.1,217.8,23.9,-32.7,5.5
2098,Occitanie,2020-08-01,16.4,24.7,193.6,58.6,-2.3,-0.7
2099,Occitanie,2020-08-02,43.8,52.1,217.4,52.2,10.2,-2.4
2100,Occitanie,2020-08-03,55.9,56.1,296.6,28.7,-40.9,6.3
2101,Occitanie,2020-08-04,51.4,48.0,307.0,23.6,-39.9,5.9
2102,Occitanie,2020-08-05,39.9,40.9,273.8,28.7,-36.8,3.8
2103,Occitanie,2020-08-06,42.3,46.4,279.1,31.8,-39.6,5.5
2104,Occitanie,2020-08-07,26.6,31.4,251.6,42.4,-39.3,6.3
2105,Occitanie,2020-08-08,22.9,30.6,252.9,69.6,-4.1,-1.1
2106,Occitanie,2020-08-09,52.5,62.4,210.4,53.6,7.6,-2.9
2107,Occitanie,2020-08-10,58.9,61.1,336.2,40.9,-46.7,7.2
2108,Occitanie,2020-08-11,53.6,50.6,341.6,33.4,-45.3,6.4
2109,Occitanie,2020-08-12,40.9,44.8,286.6,30.9,-42.2,5.6
2110,Occitanie,2020-08-13,46.1,50.6,291.9,35.6,-44.4,6.7
