,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
0,Auvergne-Rhône-Alpes,2020-02-15,5.8,3.0,46.1,38.4,2.5,-0.9
1,Auvergne-Rhône-Alpes,2020-02-16,16.4,11.7,35.6,20.6,1.0,-0.3
2,Auvergne-Rhône-Alpes,2020-02-17,1.9,6.2,16.2,10.4,0.9,1.9
3,Auvergne-Rhône-Alpes,2020-02-18,8.6,6.1,44.8,12.1,1.7,0.5
4,Auvergne-Rhône-Alpes,2020-02-19,0.5,2.2,17.8,7.6,0.9,1.1
5,Auvergne-Rhône-Alpes,2020-02-20,7.0,4.1,46.9,15.1,0.4,0.0
6,Auvergne-Rhône-Alpes,2020-02-21,6.9,4.9,37.0,26.2,0.7,-0.2
7,Auvergne-Rhône-Alpes,2020-02-22,1.8,3.5,57.2,51.6,0.2,-0.8
8,Auvergne-Rhône-Alpes,2020-02-23,28.3,21.0,91.7,29.5,2.9,-2.8
9,Auvergne-Rhône-Alpes,2020-02-24,11.5,8.5,91.5,7.3,-19.0,3.2
10,Auvergne-Rhône-Alpes,2020-02-25,8.0,8.5,36.5,1.7,-18.3,4.5
11,Auvergne-Rhône-Alpes,2020-02-26,-2.6,0.3,11.5,-3.4,-15.9,3.3
12,Auvergne-Rhône-Alpes,2020-02-27,0.4,4.1,3.4,-5.2,-19.8,5.5
13,Auvergne-Rhône-Alpes,2020-02-28,3.5,4.8,35.8,4.1,-19.4,4.3
14,Auvergne-Rhône-Alpes,2020-02-29,-9.5,-0.7,-10.1,12.5,-4.7,1.4
15,Auvergne-Rhône-Alpes,2020-03-01,8.9,8.7,3.8,10.4,2.8,-1.3
16,Auvergne-Rhône-Alpes,2020-03-02,-4.9,2.5,-14.0,-13.8,-22.2,6.5
17,Auvergne-Rhône-Alpes,2020-03-03,2.9,5.3,22.8,-7.7,-20.1,4.8
18,Auvergne-Rhône-Alpes,2020-03-04,-2.5,0.2,16.7,-6.7,-16.5,2.6
19,Auvergne-Rhône-Alpes,2020-03-05,-3.3,1.5,-19.8,-13.9,-21.0,6.0
20,Auvergne-Rhône-Alpes,2020-03-06,-2.5,0.8,4.6,-8.0,-20.6,5.4
21,Auvergne-Rhône-Alpes,2020-03-07,-5.5,-1.2,3.0,5.8,-3.9,0.9
22,Auvergne-Rhône-Alpes,2020-03-08,11.7,8.5,35.9,15.1,2.2,-0.7
23,Auvergne-Rhône-Alpes,2020-03-09,-2.7,4.0,-0.3,1.5,0.5,1.6
24,Auvergne-Rhône-Alpes,2020-03-10,-2.6,2.8,1.1,-0.4,0.5,1.6
25,Auvergne-Rhône-Alpes,2020-03-11,-0.3,1.7,32.9,4.5,1.2,0.4
26,Auvergne-Rhône-Alpes,2020-03-12,-2.8,5.8,9.5,1.9,0.5,1.1
27,Auvergne-Rhône-Alpes,2020-03-13,-3.6,20.8,9.1,2.8,0.2,1.6
28,Auvergne-Rhône-Alpes,2020-03-14,-16.1,0.0,24.5,1.1,-2.9,3.8
29,Auvergne-Rhône-Alpes,2020-03-15,-27.9,25.1,33.3,-2.7,-4.1,2.5
30,Auvergne-Rhône-Alpes,2020-03-16,-41.6,43.6,-5.4,-24.7,-30.8,12.3
31,Auvergne-Rhône-Alpes,2020-03-17,-65.8,-17.7,-27.4,-40.6,-49.5,22.1
32,Auvergne-Rhône-Alpes,2020-03-18,-81.9,-48.5,-43.8,-68.3,-62.7,27.3
33,Auvergne-Rhône-Alpes,2020-03-19,-81.5,-42.9,-49.8,-74.3,-67.1,31.5
34,Auvergne-Rhône-Alpes,2020-03-20,-83.4,-43.5,-55.8,-79.2,-67.6,35.2
35,Auvergne-Rhône-Alpes,2020-03-21,-88.0,-57.9,-69.5,-79.9,-55.5,22.9
36,Auvergne-Rhône-Alpes,2020-03-22,-84.5,-61.7,-73.4,-71.4,-53.1,15.8
37,Auvergne-Rhône-Alpes,2020-03-23,-81.2,-43.3,-58.5,-80.0,-69.8,31.6
38,Auvergne-Rhône-Alpes,2020-03-24,-82.3,-46.4,-58.0,-78.3,-71.0,33.2
39,Auvergne-Rhône-Alpes,2020-03-25,-84.2,-51.2,-60.5,-78.6,-69.8,30.7
40,Auvergne-Rhône-Alpes,2020-03-26,-83.4,-47.8,-61.5,-80.5,-70.8,33.8
41,Auvergne-Rhône-Alpes,2020-03-27,-83.9,-47.9,-61.4,-82.6,-70.0,36.5
42,Auvergne-Rhône-Alpes,2020-03-28,-87.8,-60.1,-69.6,-82.8,-56.5,23.0
43,Auvergne-Rhône-Alpes,2020-03-29,-86.3,-69.4,-76.8,-68.0,-54.8,16.0
44,Auvergne-Rhône-Alpes,2020-03-30,-84.2,-50.8,-61.9,-82.5,-70.5,32.4
45,Auvergne-Rhône-Alpes,2020-03-31,-89.1,-44.2,-52.3,-77.5,-70.2,32.6
46,Auvergne-Rhône-Alpes,2020-04-01,-89.8,-47.2,-52.8,-76.6,-67.5,29.6
47,Auvergne-Rhône-Alpes,2020-04-02,-88.8,-42.6,-54.5,-78.1,-69.3,32.8
48,Auvergne-Rhône-Alpes,2020-04-03,-85.4,-42.3,-57.8,-80.6,-68.3,35.6
49,Auvergne-Rhône-Alpes,2020-04-04,-88.7,-53.2,-66.4,-80.3,-54.8,22.4
50,Auvergne-Rhône-Alpes,2020-04-05,-83.8,-61.9,-64.8,-70.5,-50.4,16.4
51,Auvergne-Rhône-Alpes,2020-04-06,-82.8,-40.9,-50.8,-76.7,-67.9,30.5
52,Auvergne-Rhône-Alpes,2020-04-07,-81.2,-39.2,-50.8,-75.2,-68.1,31.4
53,Auvergne-Rhône-Alpes,2020-04-08,-82.5,-42.4,-53.8,-76.1,-66.0,28.1
54,Auvergne-Rhône-Alpes,2020-04-09,-81.5,-37.2,-55.1,-76.8,-67.5,31.1
55,Auvergne-Rhône-Alpes,2020-04-10,-81.1,-35.5,-55.8,-78.3,-67.5,34.2
56,Auvergne-Rhône-Alpes,2020-04-11,-85.3,-46.3,-67.1,-80.5,-52.4,21.5
57,Auvergne-Rhône-Alpes,2020-04-12,-81.0,-58.3,-67.0,-70.2,-47.8,16.2
58,Auvergne-Rhône-Alpes,2020-04-13,-89.9,-81.2,-58.6,-74.2,-87.5,35.1
59,Auvergne-Rhône-Alpes,2020-04-14,-77.4,-27.5,-51.0,-74.2,-65.5,29.8
60,Auvergne-Rhône-Alpes,2020-04-15,-79.8,-36.6,-49.7,-72.1,-62.9,27.3
61,Auvergne-Rhône-Alpes,2020-04-16,-79.6,-35.4,-52.5,-74.0,-65.0,30.2
62,Auvergne-Rhône-Alpes,2020-04-17,-80.2,-37.4,-54.9,-76.5,-63.8,32.8
63,Auvergne-Rhône-Alpes,2020-04-18,-85.4,-48.8,-65.3,-78.2,-49.5,22.8
64,Auvergne-Rhône-Alpes,2020-04-19,-83.9,-61.7,-71.9,-76.2,-48.8,16.5
65,Auvergne-Rhône-Alpes,2020-04-20,-77.8,-41.2,-51.5,-75.2,-64.2,28.8
66,Auvergne-Rhône-Alpes,2020-04-21,-77.5,-37.1,-48.9,-72.5,-63.8,29.3
67,Auvergne-Rhône-Alpes,2020-04-22,-79.1,-39.6,-47.7,-71.5,-61.1,26.2
68,Auvergne-Rhône-Alpes,2020-04-23,-77.5,-35.2,-47.8,-73.0,-63.1,28.8
69,Auvergne-Rhône-Alpes,2020-04-24,-78.2,-35.5,-50.0,-75.5,-62.4,31.8
70,Auvergne-Rhône-Alpes,2020-04-25,-83.8,-46.8,-63.4,-78.0,-48.0,21.8
71,Auvergne-Rhône-Alpes,2020-04-26,-81.2,-57.0,-62.5,-79.2,-43.5,15.2
72,Auvergne-Rhône-Alpes,2020-04-27,-74.5,-37.7,-49.2,-73.3,-61.5,27.4
73,Auvergne-Rhône-Alpes,2020-04-28,-75.1,-34.6,-53.8,-71.8,-61.9,28.6
74,Auvergne-Rhône-Alpes,2020-04-29,-74.8,-32.3,-44.5,-68.5,-58.1,24.2
75,Auvergne-Rhône-Alpes,2020-04-30,-71.5,-17.8,-57.6,-74.2,-60.8,26.8
76,Auvergne-Rhône-Alpes,2020-05-01,-91.8,-89.8,-70.9,-82.0,-86.4,39.4
77,Auvergne-Rhône-Alpes,2020-05-02,-78.7,-31.8,-70.3,-78.6,-46.2,21.6
78,Auvergne-Rhône-Alpes,2020-05-03,-78.7,-53.0,-57.4,-76.6,-38.0,14.5
79,Auvergne-Rhône-Alpes,2020-05-04,-68.2,-25.7,-37.5,-68.5,-55.5,24.2
80,Auvergne-Rhône-Alpes,2020-05-05,-68.5,-23.3,-42.0,-66.3,-55.6,25.3
81,Auvergne-Rhône-Alpes,2020-05-06,-70.1,-24.8,-41.9,-65.2,-52.4,22.2
82,Auvergne-Rhône-Alpes,2020-05-07,-66.4,-12.1,-40.5,-66.6,-53.9,23.4
83,Auvergne-Rhône-Alpes,2020-05-08,-83.2,-60.8,-48.0,-80.5,-79.8,36.6
84,Auvergne-Rhône-Alpes,2020-05-09,-75.2,-28.0,-56.5,-70.8,-37.2,18.9
85,Auvergne-Rhône-Alpes,2020-05-10,-75.9,-47.5,-63.9,-73.8,-31.2,13.8
86,Auvergne-Rhône-Alpes,2020-05-11,-42.2,-9.7,-21.8,-50.6,-42.6,16.7
87,Auvergne-Rhône-Alpes,2020-05-12,-43.6,-6.6,-14.7,-45.3,-42.2,16.9
88,Auvergne-Rhône-Alpes,2020-05-13,-51.6,-15.8,-37.8,-49.8,-41.1,16.2
89,Auvergne-Rhône-Alpes,2020-05-14,-47.5,-7.9,-23.8,-49.9,-41.8,17.5
90,Auvergne-Rhône-Alpes,2020-05-15,-48.6,-10.2,-21.2,-51.8,-41.0,18.8
91,Auvergne-Rhône-Alpes,2020-05-16,-50.0,-13.8,-5.3,-48.4,-18.2,8.6
92,Auvergne-Rhône-Alpes,2020-05-17,-52.1,-17.0,26.5,-49.0,-8.5,4.5
93,Auvergne-Rhône-Alpes,2020-05-18,-37.4,-7.8,13.8,-44.0,-39.3,14.5
94,Auvergne-Rhône-Alpes,2020-05-19,-38.3,-1.8,19.9,-40.3,-39.1,14.5
95,Auvergne-Rhône-Alpes,2020-05-20,-33.6,9.3,28.6,-38.9,-36.9,9.9
96,Auvergne-Rhône-Alpes,2020-05-21,-55.0,-38.0,83.4,-58.9,-77.4,21.2
97,Auvergne-Rhône-Alpes,2020-05-22,-37.8,3.1,41.8,-52.4,-55.8,18.3
98,Auvergne-Rhône-Alpes,2020-05-23,-48.8,-18.2,-29.5,-55.1,-18.0,11.0
99,Auvergne-Rhône-Alpes,2020-05-24,-45.2,-13.2,42.8,-41.3,-2.5,2.5
100,Auvergne-Rhône-Alpes,2020-05-25,-32.5,-9.5,21.6,-39.6,-37.5,13.5
101,Auvergne-Rhône-Alpes,2020-05-26,-33.8,-5.3,29.5,-37.3,-34.7,13.5
102,Auvergne-Rhône-Alpes,2020-05-27,-36.5,-5.7,29.8,-36.7,-33.2,11.2
103,Auvergne-Rhône-Alpes,2020-05-28,-36.1,-1.4,23.7,-37.2,-34.5,13.0
104,Auvergne-Rhône-Alpes,2020-05-29,-36.6,0.3,25.1,-40.2,-34.0,13.5
105,Auvergne-Rhône-Alpes,2020-05-30,-38.1,-2.2,30.8,-37.5,-4.6,4.5
106,Auvergne-Rhône-Alpes,2020-05-31,-36.2,6.3,74.2,-38.9,4.7,0.8
107,Auvergne-Rhône-Alpes,2020-06-01,-44.2,-38.9,67.9,-53.6,-70.4,19.4
108,Auvergne-Rhône-Alpes,2020-06-02,-21.0,3.9,29.6,-24.0,-28.5,9.4
109,Auvergne-Rhône-Alpes,2020-06-03,-29.2,-4.0,-5.4,-30.9,-28.5,9.8
110,Auvergne-Rhône-Alpes,2020-06-04,-27.1,-1.1,-16.5,-32.0,-29.9,11.5
111,Auvergne-Rhône-Alpes,2020-06-05,-23.7,-1.6,-2.8,-29.4,-28.6,11.2
112,Auvergne-Rhône-Alpes,2020-06-06,-22.3,-2.2,4.0,-27.1,-1.2,4.6
113,Auvergne-Rhône-Alpes,2020-06-07,-21.7,1.8,12.1,-25.2,14.8,0.8
114,Auvergne-Rhône-Alpes,2020-06-08,-20.3,-8.8,4.2,-27.5,-29.4,10.4
115,Auvergne-Rhône-Alpes,2020-06-09,-22.4,-7.2,-7.2,-27.4,-28.6,11.0
116,Auvergne-Rhône-Alpes,2020-06-10,-24.0,-7.5,4.1,-25.0,-26.9,8.8
117,Auvergne-Rhône-Alpes,2020-06-11,-21.1,-4.7,13.8,-24.4,-27.9,9.3
118,Auvergne-Rhône-Alpes,2020-06-12,-26.1,-9.8,0.8,-27.8,-28.5,10.5
119,Auvergne-Rhône-Alpes,2020-06-13,-25.8,-9.8,3.9,-22.6,0.5,4.6
120,Auvergne-Rhône-Alpes,2020-06-14,-21.2,-1.8,55.6,-15.0,12.9,0.8
121,Auvergne-Rhône-Alpes,2020-06-15,-16.2,-6.8,37.5,-20.9,-27.2,8.4
122,Auvergne-Rhône-Alpes,2020-06-16,-14.6,-3.0,40.2,-17.4,-25.7,8.2
123,Auvergne-Rhône-Alpes,2020-06-17,-18.8,-4.8,26.6,-17.9,-25.1,6.9
124,Auvergne-Rhône-Alpes,2020-06-18,-15.5,-3.2,23.2,-19.7,-26.6,7.8
125,Auvergne-Rhône-Alpes,2020-06-19,-15.4,-2.9,44.4,-16.7,-26.5,7.2
126,Auvergne-Rhône-Alpes,2020-06-20,-17.8,-5.8,64.8,-7.6,2.5,0.5
127,Auvergne-Rhône-Alpes,2020-06-21,-2.4,7.6,81.8,-4.2,17.3,-2.9
128,Auvergne-Rhône-Alpes,2020-06-22,-12.5,-4.4,53.4,-15.8,-28.4,6.5
129,Auvergne-Rhône-Alpes,2020-06-23,-10.4,-1.5,71.8,-12.7,-26.2,5.9
130,Auvergne-Rhône-Alpes,2020-06-24,-16.3,-3.6,69.3,-14.6,-23.5,4.8
131,Auvergne-Rhône-Alpes,2020-06-25,-13.6,1.2,58.1,-14.8,-24.2,5.3
132,Auvergne-Rhône-Alpes,2020-06-26,-15.2,-0.9,52.8,-12.0,-24.8,5.5
133,Auvergne-Rhône-Alpes,2020-06-27,-20.2,-6.8,67.8,0.5,-2.0,0.0
134,Auvergne-Rhône-Alpes,2020-06-28,-9.2,7.1,64.5,-1.7,10.3,-1.7
135,Auvergne-Rhône-Alpes,2020-06-29,-7.6,0.8,59.8,-11.5,-24.6,5.6
136,Auvergne-Rhône-Alpes,2020-06-30,-4.5,3.0,83.2,-8.9,-22.7,4.5
137,Auvergne-Rhône-Alpes,2020-07-01,-13.2,-1.2,45.9,-11.0,-23.5,4.8
138,Auvergne-Rhône-Alpes,2020-07-02,-5.9,7.5,48.6,-10.2,-23.8,4.7
139,Auvergne-Rhône-Alpes,2020-07-03,-7.9,3.4,59.8,-2.8,-24.1,4.9
140,Auvergne-Rhône-Alpes,2020-07-04,-14.3,-2.6,91.0,18.9,-1.8,-1.4
141,Auvergne-Rhône-Alpes,2020-07-05,2.2,17.6,118.0,8.9,6.5,-3.9
142,Auvergne-Rhône-Alpes,2020-07-06,1.0,9.4,99.5,-1.8,-30.2,5.3
143,Auvergne-Rhône-Alpes,2020-07-07,2.4,8.6,122.2,-0.8,-28.9,4.4
144,Auvergne-Rhône-Alpes,2020-07-08,-5.6,3.2,113.5,-1.7,-24.6,2.5
145,Auvergne-Rhône-Alpes,2020-07-09,-4.5,6.1,106.7,-0.3,-28.2,3.9
146,Auvergne-Rhône-Alpes,2020-07-10,-9.5,3.7,88.8,17.3,-29.4,5.0
147,Auvergne-Rhône-Alpes,2020-07-11,-10.8,3.0,122.2,29.7,-5.1,-2.2
148,Auvergne-Rhône-Alpes,2020-07-12,18.2,31.2,179.8,13.8,3.3,-4.5
149,Auvergne-Rhône-Alpes,2020-07-13,17.9,31.2,238.6,-5.9,-53.5,7.0
150,Auvergne-Rhône-Alpes,2020-07-14,-23.9,-37.8,240.9,-10.1,-75.1,13.6
151,Auvergne-Rhône-Alpes,2020-07-15,3.7,19.2,104.7,2.6,-28.0,2.8
152,Auvergne-Rhône-Alpes,2020-07-16,3.7,13.6,116.7,1.2,-31.0,5.5
153,Auvergne-Rhône-Alpes,2020-07-17,-3.5,5.4,109.2,7.5,-30.1,6.1
154,Auvergne-Rhône-Alpes,2020-07-18,-10.5,-0.2,126.0,26.8,-3.0,-1.2
155,Auvergne-Rhône-Alpes,2020-07-19,11.8,26.5,158.7,24.2,7.5,-3.8
156,Auvergne-Rhône-Alpes,2020-07-20,3.8,13.8,170.9,0.4,-31.2,5.5
157,Auvergne-Rhône-Alpes,2020-07-21,2.2,9.2,160.2,-6.2,-30.6,5.9
158,Auvergne-Rhône-Alpes,2020-07-22,-4.7,5.3,125.3,-3.6,-27.8,4.7
159,Auvergne-Rhône-Alpes,2020-07-23,0.5,9.8,150.5,-3.2,-30.5,5.0
160,Auvergne-Rhône-Alpes,2020-07-24,-4.6,6.2,136.6,19.8,-30.5,5.7
161,Auvergne-Rhône-Alpes,2020-07-25,-11.8,0.8,143.1,33.5,-5.8,-1.5
162,Auvergne-Rhône-Alpes,2020-07-26,13.7,29.4,165.8,24.5,5.2,-3.8
163,Auvergne-Rhône-Alpes,2020-07-27,4.7,14.4,191.4,4.1,-37.2,6.0
164,Auvergne-Rhône-Alpes,2020-07-28,5.6,14.8,180.5,-1.4,-35.4,6.6
165,Auvergne-Rhône-Alpes,2020-07-29,1.0,9.9,181.6,0.9,-32.0,3.7
166,Auvergne-Rhône-Alpes,2020-07-30,1.3,14.3,163.3,2.4,-35.9,5.6
167,Auvergne-Rhône-Alpes,2020-07-31,-7.2,5.5,151.5,29.2,-36.5,5.8
168,Auvergne-Rhône-Alpes,2020-08-01,-13.6,2.8,134.7,48.6,-11.4,-0.8
169,Auvergne-Rhône-Alpes,2020-08-02,18.9,37.1,161.7,42.5,0.5,-2.8
170,Auvergne-Rhône-Alpes,2020-08-03,18.8,28.5,195.3,10.8,-46.8,7.8
171,Auvergne-Rhône-Alpes,2020-08-04,18.8,24.0,242.6,4.9,-45.8,7.4
172,Auvergne-Rhône-Alpes,2020-08-05,9.3,15.8,237.3,5.0,-42.2,4.4
173,Auvergne-Rhône-Alpes,2020-08-06,9.8,19.6,227.4,4.3,-45.7,6.1
174,Auvergne-Rhône-Alpes,2020-08-07,-1.1,9.6,203.3,17.6,-45.3,6.5
175,Auvergne-Rhône-Alpes,2020-08-08,-10.2,2.8,177.0,50.4,-14.5,-1.7
176,Auvergne-Rhône-Alpes,2020-08-09,22.6,42.3,193.0,37.7,-2.8,-3.8
177,Auvergne-Rhône-Alpes,2020-08-10,15.4,27.4,239.8,9.7,-53.5,8.5
178,Auvergne-Rhône-Alpes,2020-08-11,15.8,22.4,275.9,1.4,-52.3,7.8
179,Auvergne-Rhône-Alpes,2020-08-12,6.8,16.2,221.4,3.4,-49.2,5.6
180,Auvergne-Rhône-Alpes,2020-08-13,7.4,19.5,203.2,2.7,-52.2,8.8
181,Auvergne-Rhône-Alpes,2020-08-14,1.8,13.4,214.9,19.4,-51.5,8.0
182,Auvergne-Rhône-Alpes,2020-08-15,-18.8,-17.8,191.5,44.5,-27.8,-0.8
183,Auvergne-Rhône-Alpes,2020-08-16,20.0,37.8,156.2,40.9,-3.3,-2.8
184,Auvergne-Rhône-Alpes,2020-08-17,17.7,30.1,232.7,14.2,-51.5,7.6
185,Auvergne-Rhône-Alpes,2020-08-18,15.8,22.2,249.6,0.8,-48.5,7.7
186,Auvergne-Rhône-Alpes,2020-08-19,5.4,13.6,233.2,1.2,-45.7,5.4
187,Auvergne-Rhône-Alpes,2020-08-20,5.8,14.1,220.8,2.6,-48.7,7.0
188,Auvergne-Rhône-Alpes,2020-08-21,-4.3,5.2,189.1,12.8,-48.1,7.9
189,Auvergne-Rhône-Alpes,2020-08-22,-10.8,-2.4,143.2,37.5,-14.2,-0.9
190,Auvergne-Rhône-Alpes,2020-08-23,19.5,27.2,160.2,32.1,0.5,-3.8
191,Auvergne-Rhône-Alpes,2020-08-24,8.2,15.1,173.5,4.1,-40.1,6.5
192,Auvergne-Rhône-Alpes,2020-08-25,7.8,11.3,185.9,-0.1,-38.6,6.2
193,Bourgogne-Franche-Comté,2020-02-15,5.4,1.3,49.0,46.9,4.0,-0.3
194,Bourgogne-Franche-Comté,2020-02-16,18.4,11.1,47.8,27.6,1.3,-0.9
195,Bourgogne-Franche-Comté,2020-02-17,2.3,2.4,2.7,4.3,-0.3,1.7
196,Bourgogne-Franche-Comté,2020-02-18,5.3,3.6,23.4,6.8,0.6,0.9
197,Bourgogne-Franche-Comté,2020-02-19,-1.6,-1.7,7.7,3.6,0.1,1.0
198,Bourgogne-Franche-Comté,2020-02-20,2.0,0.6,27.0,7.9,-0.6,0.2
199,Bourgogne-Franche-Comté,2020-02-21,6.0,1.1,36.7,27.0,0.6,0.0
200,Bourgogne-Franche-Comté,2020-02-22,-0.4,-0.2,55.4,54.4,1.6,-0.8
201,Bourgogne-Franche-Comté,2020-02-23,15.9,11.4,57.0,26.6,1.3,-1.6
202,Bourgogne-Franche-Comté,2020-02-24,7.2,5.0,57.1,-1.2,-21.0,3.8
203,Bourgogne-Franche-Comté,2020-02-25,2.2,2.1,3.8,-3.8,-20.3,5.1
204,Bourgogne-Franche-Comté,2020-02-26,-8.2,-4.3,-2.2,-3.9,-17.8,3.8
205,Bourgogne-Franche-Comté,2020-02-27,-4.1,-1.1,-13.8,-7.1,-21.7,5.8
206,Bourgogne-Franche-Comté,2020-02-28,0.9,2.0,30.3,-0.2,-21.0,4.9
207,Bourgogne-Franche-Comté,2020-02-29,-10.2,-2.9,-12.1,17.9,-5.7,0.9
208,Bourgogne-Franche-Comté,2020-03-01,8.4,10.2,0.6,15.1,2.9,-1.4
209,Bourgogne-Franche-Comté,2020-03-02,-3.0,2.2,-17.2,-10.8,-23.0,5.8
210,Bourgogne-Franche-Comté,2020-03-03,1.7,4.3,11.1,-8.0,-20.9,5.0
211,Bourgogne-Franche-Comté,2020-03-04,-5.0,-1.4,13.3,-8.9,-17.1,2.9
212,Bourgogne-Franche-Comté,2020-03-05,-5.3,-0.8,-25.4,-12.9,-21.9,6.0
213,Bourgogne-Franche-Comté,2020-03-06,-2.2,-0.1,2.7,-10.8,-21.0,5.7
214,Bourgogne-Franche-Comté,2020-03-07,-5.6,-2.3,14.1,4.6,-3.3,0.7
215,Bourgogne-Franche-Comté,2020-03-08,8.2,10.4,27.9,8.0,1.2,0.0
216,Bourgogne-Franche-Comté,2020-03-09,-2.7,2.8,6.0,0.2,-0.2,1.3
217,Bourgogne-Franche-Comté,2020-03-10,-6.8,0.0,-10.8,-1.6,-0.7,2.1
218,Bourgogne-Franche-Comté,2020-03-11,-6.0,0.7,9.2,-0.1,-0.2,1.3
219,Bourgogne-Franche-Comté,2020-03-12,-5.2,3.0,1.4,-1.9,-0.7,1.6
220,Bourgogne-Franche-Comté,2020-03-13,-3.8,13.8,24.4,0.1,-0.6,1.6
221,Bourgogne-Franche-Comté,2020-03-14,-18.3,-1.8,22.1,1.4,-1.7,3.9
222,Bourgogne-Franche-Comté,2020-03-15,-26.4,31.6,55.3,-3.2,-1.6,1.4
223,Bourgogne-Franche-Comté,2020-03-16,-38.8,48.6,3.9,-13.3,-28.8,10.2
224,Bourgogne-Franche-Comté,2020-03-17,-64.1,-15.6,-20.1,-27.8,-46.6,19.3
225,Bourgogne-Franche-Comté,2020-03-18,-81.8,-49.7,-38.0,-60.9,-60.4,24.7
226,Bourgogne-Franche-Comté,2020-03-19,-81.4,-43.4,-42.2,-67.9,-65.0,28.4
227,Bourgogne-Franche-Comté,2020-03-20,-82.9,-44.1,-50.8,-76.1,-65.9,32.8
228,Bourgogne-Franche-Comté,2020-03-21,-89.1,-58.8,-60.2,-70.8,-54.2,20.7
229,Bourgogne-Franche-Comté,2020-03-22,-84.8,-70.0,-71.2,-74.4,-52.2,11.4
230,Bourgogne-Franche-Comté,2020-03-23,-81.0,-41.4,-43.9,-75.9,-68.8,28.8
231,Bourgogne-Franche-Comté,2020-03-24,-82.9,-47.1,-54.0,-71.8,-69.9,30.7
232,Bourgogne-Franche-Comté,2020-03-25,-84.8,-52.1,-58.3,-64.2,-68.7,28.1
233,Bourgogne-Franche-Comté,2020-03-26,-83.3,-48.1,-56.4,-65.8,-69.7,31.0
234,Bourgogne-Franche-Comté,2020-03-27,-83.0,-47.8,-54.7,-70.6,-68.9,34.3
235,Bourgogne-Franche-Comté,2020-03-28,-88.4,-60.7,-66.8,-72.6,-55.0,20.7
236,Bourgogne-Franche-Comté,2020-03-29,-87.0,-78.0,-67.6,-77.4,-54.3,11.8
237,Bourgogne-Franche-Comté,2020-03-30,-82.9,-49.0,-56.4,-67.8,-69.0,29.6
238,Bourgogne-Franche-Comté,2020-03-31,-88.2,-44.7,-49.1,-63.8,-68.8,30.3
239,Bourgogne-Franche-Comté,2020-04-01,-89.3,-47.2,-51.0,-63.4,-66.3,27.1
240,Bourgogne-Franche-Comté,2020-04-02,-88.3,-43.2,-49.3,-65.2,-67.9,30.0
241,Bourgogne-Franche-Comté,2020-04-03,-85.2,-42.9,-51.1,-78.8,-67.2,33.6
242,Bourgogne-Franche-Comté,2020-04-04,-89.0,-52.8,-62.4,-70.8,-52.9,20.2
243,Bourgogne-Franche-Comté,2020-04-05,-83.6,-68.9,-61.0,-73.3,-48.6,11.2
244,Bourgogne-Franche-Comté,2020-04-06,-81.8,-40.2,-45.3,-65.0,-66.2,27.9
245,Bourgogne-Franche-Comté,2020-04-07,-81.3,-39.8,-45.9,-70.8,-66.4,28.8
246,Bourgogne-Franche-Comté,2020-04-08,-83.4,-43.2,-50.7,-71.7,-64.0,25.8
247,Bourgogne-Franche-Comté,2020-04-09,-81.8,-37.2,-51.0,-72.7,-65.8,28.7
248,Bourgogne-Franche-Comté,2020-04-10,-81.6,-36.1,-49.0,-69.1,-66.0,32.3
249,Bourgogne-Franche-Comté,2020-04-11,-86.2,-46.9,-62.9,-71.4,-50.6,19.1
250,Bourgogne-Franche-Comté,2020-04-12,-80.3,-67.1,-62.6,-75.3,-46.6,12.6
251,Bourgogne-Franche-Comté,2020-04-13,-91.6,-87.8,-51.9,-76.9,-88.2,31.6
252,Bourgogne-Franche-Comté,2020-04-14,-77.6,-26.9,-48.0,-62.8,-63.3,27.0
253,Bourgogne-Franche-Comté,2020-04-15,-81.3,-38.6,-47.7,-59.8,-60.8,24.9
254,Bourgogne-Franche-Comté,2020-04-16,-78.8,-36.4,-47.3,-70.2,-62.6,27.7
255,Bourgogne-Franche-Comté,2020-04-17,-79.2,-38.2,-45.7,-75.7,-61.8,30.7
256,Bourgogne-Franche-Comté,2020-04-18,-85.0,-49.6,-59.6,-68.8,-46.9,21.4
257,Bourgogne-Franche-Comté,2020-04-19,-81.9,-67.1,-59.4,-71.9,-44.1,12.4
258,Bourgogne-Franche-Comté,2020-04-20,-75.4,-39.3,-38.6,-72.0,-61.8,26.0
259,Bourgogne-Franche-Comté,2020-04-21,-75.9,-37.1,-40.2,-68.0,-61.4,26.9
260,Bourgogne-Franche-Comté,2020-04-22,-78.3,-40.1,-41.8,-66.0,-58.7,23.7
261,Bourgogne-Franche-Comté,2020-04-23,-76.3,-35.1,-40.0,-68.7,-60.7,26.2
262,Bourgogne-Franche-Comté,2020-04-24,-77.1,-36.7,-40.8,-73.8,-60.9,29.7
263,Bourgogne-Franche-Comté,2020-04-25,-83.4,-47.4,-58.2,-67.7,-45.0,20.4
264,Bourgogne-Franche-Comté,2020-04-26,-80.9,-65.2,-57.7,-70.9,-42.1,11.8
265,Bourgogne-Franche-Comté,2020-04-27,-71.8,-36.2,-36.7,-68.2,-59.1,24.4
